CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,Score,Segment
12438.0,13,2,2906.85,4,2,4,424,Yeni M.
12441.0,366,1,173.55,1,1,1,111,Kayip M.
12442.0,2,1,172.06,4,1,1,411,Yeni M.
12444.0,20,5,5005.46,3,3,4,334,Sadik M.
12445.0,21,1,133.4,3,1,1,311,Yeni M.
12446.0,57,1,1002.3100000000001,2,1,3,213,Kayip M.
12447.0,242,1,476.49,1,1,2,112,Kayip M.
12448.0,43,1,449.45,3,1,2,312,Yeni M.
12449.0,21,4,4067.29,3,3,4,334,Sadik M.
12450.0,155,2,197.88,1,2,1,121,Kayip M.
12451.0,10,5,9035.52,4,3,4,434,Sadik M.
12452.0,16,2,430.57,4,2,2,422,Yeni M.
12453.0,133,1,707.09,2,1,3,213,Kayip M.
12454.0,55,1,3528.34,2,1,4,214,Kayip M.
12455.0,72,6,2466.86,2,4,4,244,Riskli M.
12456.0,43,3,3181.04,3,3,4,334,Sadik M.
12457.0,65,7,2363.23,2,4,4,244,Riskli M.
12458.0,70,2,947.4,2,2,3,223,Kayip M.
12461.0,93,2,826.88,2,2,3,223,Kayip M.
12462.0,18,2,1189.59,3,2,3,323,Yeni M.
12463.0,52,4,1344.78,2,3,3,233,Riskli M.
12464.0,9,8,1212.05,4,4,3,443,Daimi M.
12465.0,16,2,742.1899999999999,4,2,3,423,Yeni M.
12468.0,187,2,729.5400000000001,1,2,3,123,Kayip M.
12471.0,1,30,19824.05,4,4,4,444,Daimi M.
12472.0,31,7,6572.11,3,4,4,344,Sadik M.
12473.0,28,5,3938.5499999999997,3,3,4,334,Sadik M.
12474.0,16,18,7375.79,4,4,4,444,Daimi M.
12475.0,53,1,723.38,2,1,3,213,Kayip M.
12476.0,15,11,6816.42,4,4,4,444,Daimi M.
12477.0,22,6,13219.74,3,4,4,344,Sadik M.
12478.0,3,1,680.99,4,1,3,413,Yeni M.
12479.0,10,1,527.2,4,1,2,412,Yeni M.
12480.0,27,4,3281.63,3,3,4,334,Sadik M.
12481.0,22,10,5596.32,3,4,4,344,Sadik M.
12483.0,16,8,2484.98,4,4,4,444,Daimi M.
12484.0,32,6,4541.72,3,4,4,344,Sadik M.
12488.0,9,3,1298.66,4,3,3,433,Sadik M.
12489.0,335,1,334.93,1,1,2,112,Kayip M.
12490.0,4,10,5417.93,4,4,4,444,Daimi M.
12491.0,38,1,460.40000000000003,3,1,2,312,Yeni M.
12492.0,62,2,263.21000000000004,2,2,1,221,Kayip M.
12493.0,165,2,433.74,1,2,2,122,Kayip M.
12494.0,15,7,1246.1000000000001,4,4,3,443,Daimi M.
12497.0,81,1,1043.1,2,1,3,213,Kayip M.
12498.0,20,3,403.70000000000005,3,3,2,332,Sadik M.
12500.0,22,11,4257.82,3,4,4,344,Sadik M.
12501.0,336,1,2169.39,1,1,4,114,Kayip M.
12502.0,95,5,3723.87,2,3,4,234,Riskli M.
12504.0,17,2,482.04999999999995,4,2,2,422,Yeni M.
12506.0,232,1,73.5,1,1,1,111,Kayip M.
12507.0,133,3,1304.81,2,3,3,233,Riskli M.
12508.0,25,2,398.27,3,2,2,322,Yeni M.
12509.0,283,1,176.5,1,1,1,111,Kayip M.
12510.0,142,2,982.5699999999999,1,2,3,123,Kayip M.
12512.0,65,2,138.03,2,2,1,221,Kayip M.
12513.0,112,1,612.29,2,1,2,212,Kayip M.
12514.0,266,1,1017.68,1,1,3,113,Kayip M.
12515.0,352,1,383.7,1,1,2,112,Kayip M.
12516.0,77,2,1312.06,2,2,3,223,Kayip M.
12517.0,27,5,2502.84,3,3,4,334,Sadik M.
12518.0,0,5,2056.89,4,3,4,434,Sadik M.
12519.0,63,1,340.84,2,1,2,212,Kayip M.
12520.0,78,5,2634.26,2,3,4,234,Riskli M.
12521.0,142,1,599.68,1,1,2,112,Kayip M.
12522.0,38,2,192.72,3,2,1,321,Yeni M.
12523.0,18,11,1789.77,3,4,4,344,Sadik M.
12524.0,8,8,4485.72,4,4,4,444,Daimi M.
12526.0,0,3,1316.66,4,3,3,433,Sadik M.
12527.0,81,3,348.71000000000004,2,3,2,232,Riskli M.
12528.0,8,6,1933.48,4,4,4,444,Daimi M.
12530.0,59,4,1662.28,2,3,4,234,Riskli M.
12531.0,14,1,125.22,4,1,1,411,Yeni M.
12532.0,29,1,349.83000000000004,3,1,2,312,Yeni M.
12534.0,130,1,1089.18,2,1,3,213,Kayip M.
12535.0,91,2,716.35,2,2,3,223,Kayip M.
12536.0,42,3,12601.830000000002,3,3,4,334,Sadik M.
12538.0,28,1,363.95,3,1,2,312,Yeni M.
12539.0,21,4,5568.35,3,3,4,334,Sadik M.
12540.0,19,17,13400.24,3,4,4,344,Sadik M.
12541.0,29,3,981.18,3,3,3,333,Sadik M.
12544.0,35,1,372.7,3,1,2,312,Yeni M.
12545.0,74,2,1000.39,2,2,3,223,Kayip M.
12546.0,46,2,1161.5,3,2,3,323,Yeni M.
12547.0,197,2,207.79999999999998,1,2,1,121,Kayip M.
12548.0,165,1,95.19999999999999,1,1,1,111,Kayip M.
12550.0,78,1,964.83,2,1,3,213,Kayip M.
12551.0,357,1,168.0,1,1,1,111,Kayip M.
12552.0,38,2,437.82,3,2,2,322,Yeni M.
12553.0,7,10,3692.28,4,4,4,444,Daimi M.
12556.0,49,2,603.71,3,2,2,322,Yeni M.
12557.0,15,5,11990.960000000001,4,3,4,434,Sadik M.
12558.0,7,1,269.96,4,1,1,411,Yeni M.
12559.0,310,2,561.71,1,2,2,122,Kayip M.
12560.0,4,3,2134.01,4,3,4,434,Sadik M.
12561.0,302,1,238.85,1,1,1,111,Kayip M.
12562.0,7,7,3781.7400000000002,4,4,4,444,Daimi M.
12564.0,260,1,456.9,1,1,2,112,Kayip M.
12565.0,288,1,145.92,1,1,1,111,Kayip M.
12566.0,85,1,351.65,2,1,2,212,Kayip M.
12567.0,22,10,9401.28,3,4,4,344,Sadik M.
12569.0,1,32,4124.69,4,4,4,444,Daimi M.
12571.0,39,2,519.61,3,2,2,322,Yeni M.
12572.0,8,2,1020.42,4,2,3,423,Yeni M.
12573.0,226,1,160.54000000000002,1,1,1,111,Kayip M.
12574.0,315,1,218.45,1,1,1,111,Kayip M.
12576.0,35,5,1315.83,3,3,3,333,Sadik M.
12577.0,34,3,657.8,3,3,2,332,Sadik M.
12578.0,20,2,2794.51,3,2,4,324,Yeni M.
12579.0,77,1,440.42,2,1,2,212,Kayip M.
12580.0,246,1,415.7,1,1,2,112,Kayip M.
12581.0,39,1,197.71,3,1,1,311,Yeni M.
12582.0,238,2,511.36,1,2,2,122,Kayip M.
12583.0,2,15,7281.38,4,4,4,444,Daimi M.
12584.0,3,9,2338.15,4,4,4,444,Daimi M.
12585.0,233,2,2040.1,1,2,4,124,Kayip M.
12586.0,16,1,196.94000000000003,4,1,1,411,Yeni M.
12587.0,7,1,144.0,4,1,1,411,Yeni M.
12588.0,38,1,214.89999999999998,3,1,1,311,Yeni M.
12589.0,28,2,646.68,3,2,2,322,Yeni M.
12590.0,210,2,9864.26,1,2,4,124,Kayip M.
12591.0,316,1,452.84999999999997,1,1,2,112,Kayip M.
12592.0,91,2,437.6,2,2,2,222,Kayip M.
12593.0,108,3,418.09999999999997,2,3,2,232,Riskli M.
12594.0,37,10,3338.2200000000003,3,4,4,344,Sadik M.
12596.0,50,2,618.27,3,2,2,322,Yeni M.
12597.0,18,4,3811.22,3,3,4,334,Sadik M.
12598.0,9,8,3023.08,4,4,4,444,Daimi M.
12599.0,28,7,1032.58,3,4,3,343,Sadik M.
12600.0,28,10,2599.04,3,4,4,344,Sadik M.
12601.0,189,5,577.0600000000001,1,3,2,132,Riskli M.
12602.0,58,1,153.12,2,1,1,211,Kayip M.
12603.0,21,1,739.1999999999999,3,1,3,313,Yeni M.
12604.0,78,2,254.18,2,2,1,221,Kayip M.
12607.0,59,1,1579.51,2,1,3,213,Kayip M.
12609.0,77,3,1126.85,2,3,3,233,Riskli M.
12610.0,22,5,2099.54,3,3,4,334,Sadik M.
12611.0,51,1,1193.32,2,1,3,213,Kayip M.
12612.0,73,1,704.0400000000001,2,1,3,213,Kayip M.
12613.0,56,5,3344.38,2,3,4,234,Riskli M.
12614.0,277,1,315.6,1,1,2,112,Kayip M.
12615.0,1,4,2291.19,4,3,4,434,Sadik M.
12616.0,94,2,713.3,2,2,3,223,Kayip M.
12617.0,28,1,355.53,3,1,2,312,Yeni M.
12618.0,21,1,177.31,3,1,1,311,Yeni M.
12619.0,15,9,3641.24,4,4,4,444,Daimi M.
12620.0,14,3,1339.41,4,3,3,433,Sadik M.
12621.0,1,20,13689.67,4,4,4,444,Daimi M.
12622.0,231,1,180.1,1,1,1,111,Kayip M.
12623.0,275,1,305.1,1,1,1,111,Kayip M.
12624.0,105,2,641.13,2,2,2,222,Kayip M.
12625.0,211,2,2683.82,1,2,4,124,Kayip M.
12626.0,22,9,6620.48,3,4,4,344,Sadik M.
12627.0,10,7,4478.53,4,4,4,444,Daimi M.
12628.0,3,3,786.46,4,3,3,433,Sadik M.
12630.0,9,2,1270.88,4,2,3,423,Yeni M.
12631.0,56,1,640.5,2,1,2,212,Kayip M.
12633.0,58,4,2163.98,2,3,4,234,Riskli M.
12635.0,89,2,1689.18,2,2,4,224,Kayip M.
12637.0,66,8,6021.9,2,4,4,244,Riskli M.
12638.0,32,1,671.69,3,1,2,312,Yeni M.
12639.0,238,1,486.1,1,1,2,112,Kayip M.
12640.0,23,3,1174.58,3,3,3,333,Sadik M.
12641.0,114,1,185.9,2,1,1,211,Kayip M.
12642.0,24,3,1013.26,3,3,3,333,Sadik M.
12643.0,127,6,3344.64,2,4,4,244,Riskli M.
12644.0,129,1,477.91,2,1,2,212,Kayip M.
12645.0,33,4,1775.18,3,3,4,334,Sadik M.
12646.0,4,2,1346.97,4,2,3,423,Yeni M.
12647.0,21,12,3722.82,3,4,4,344,Sadik M.
12648.0,154,1,318.05,1,1,2,112,Kayip M.
12649.0,106,3,623.51,2,3,2,232,Riskli M.
12650.0,2,1,314.44,4,1,2,412,Yeni M.
12651.0,334,1,114.0,1,1,1,111,Kayip M.
12652.0,330,1,919.98,1,1,3,113,Kayip M.
12653.0,148,2,2209.85,1,2,4,124,Kayip M.
12654.0,10,5,601.98,4,3,2,432,Sadik M.
12656.0,16,5,4051.17,4,3,4,434,Sadik M.
12657.0,10,4,1643.18,4,3,3,433,Sadik M.
12658.0,18,1,686.05,3,1,3,313,Yeni M.
12659.0,29,1,91.68,3,1,1,311,Yeni M.
12660.0,10,1,245.1,4,1,1,411,Yeni M.
12662.0,0,11,3849.78,4,4,4,444,Daimi M.
12664.0,7,9,4881.88,4,4,4,444,Daimi M.
12665.0,324,1,63.0,1,1,1,111,Kayip M.
12667.0,57,1,620.13,2,1,2,212,Kayip M.
12668.0,11,4,3807.15,4,3,4,434,Sadik M.
12669.0,150,3,2744.0299999999997,1,3,4,134,Riskli M.
12670.0,9,5,2996.05,4,3,4,434,Sadik M.
12672.0,329,1,225.89999999999998,1,1,1,111,Kayip M.
12673.0,4,2,610.52,4,2,2,422,Yeni M.
12674.0,38,4,1970.6,3,3,4,334,Sadik M.
12676.0,24,6,1331.39,3,4,3,343,Sadik M.
12678.0,41,12,17628.46,3,4,4,344,Sadik M.
12679.0,58,4,1113.02,2,3,3,233,Riskli M.
12680.0,0,4,862.81,4,3,3,433,Sadik M.
12681.0,14,22,13787.54,4,4,4,444,Daimi M.
12682.0,3,31,12288.22,4,4,4,444,Daimi M.
12683.0,3,15,8476.57,4,4,4,444,Daimi M.
12684.0,7,7,2283.63,4,4,4,444,Daimi M.
12685.0,27,6,2863.08,3,4,4,344,Sadik M.
12686.0,371,1,89.14,1,1,1,111,Kayip M.
12688.0,113,1,4873.8099999999995,2,1,4,214,Kayip M.
12689.0,25,2,1247.61,3,2,3,323,Yeni M.
12690.0,205,1,389.01,1,1,2,112,Kayip M.
12691.0,27,6,1035.8,3,4,3,343,Sadik M.
12693.0,126,4,855.91,2,3,3,233,Riskli M.
12694.0,69,2,869.67,2,2,3,223,Kayip M.
12695.0,6,4,582.1,4,3,2,432,Sadik M.
12697.0,28,3,957.59,3,3,3,333,Sadik M.
12700.0,7,4,4939.99,4,3,4,434,Sadik M.
12701.0,79,2,797.71,2,2,3,223,Kayip M.
12702.0,19,1,219.0,3,1,1,311,Yeni M.
12703.0,70,1,283.55,2,1,1,211,Kayip M.
12704.0,6,8,2340.84,4,4,4,444,Daimi M.
12705.0,14,9,6868.29,4,4,4,444,Daimi M.
12707.0,291,1,603.42,1,1,2,112,Kayip M.
12708.0,29,10,2712.91,3,4,4,344,Sadik M.
12709.0,14,15,9736.52,4,4,4,444,Daimi M.
12710.0,96,3,1149.02,2,3,3,233,Riskli M.
12712.0,28,13,4396.13,3,4,4,344,Sadik M.
12713.0,0,1,848.55,4,1,3,413,Yeni M.
12714.0,8,5,4708.86,4,3,4,434,Sadik M.
12715.0,105,1,353.86,2,1,2,212,Kayip M.
12716.0,3,2,1053.49,4,2,3,423,Yeni M.
12717.0,150,2,1030.98,1,2,3,123,Kayip M.
12718.0,70,1,238.25,2,1,1,211,Kayip M.
12719.0,4,2,644.95,4,2,2,422,Yeni M.
12720.0,2,25,5781.73,4,4,4,444,Daimi M.
12721.0,31,6,2656.13,3,4,4,344,Sadik M.
12722.0,84,4,997.63,2,3,3,233,Riskli M.
12723.0,3,5,725.07,4,3,3,433,Sadik M.
12724.0,4,4,1031.41,4,3,3,433,Sadik M.
12725.0,370,1,427.8,1,1,2,112,Kayip M.
12726.0,27,7,2609.1,3,4,4,344,Sadik M.
12727.0,10,7,3980.7,4,4,4,444,Daimi M.
12728.0,70,4,836.33,2,3,3,233,Riskli M.
12729.0,113,1,453.01,2,1,2,212,Kayip M.
12731.0,23,12,18895.91,3,4,4,344,Sadik M.
12732.0,179,1,236.26000000000002,1,1,1,111,Kayip M.
12733.0,233,1,383.95,1,1,2,112,Kayip M.
12734.0,352,1,110.39999999999999,1,1,1,111,Kayip M.
12735.0,314,2,779.5699999999999,1,2,3,123,Kayip M.
12736.0,332,1,234.0,1,1,1,111,Kayip M.
12738.0,371,1,155.35,1,1,1,111,Kayip M.
12739.0,77,2,1013.04,2,2,3,223,Kayip M.
12740.0,63,1,427.6,2,1,2,212,Kayip M.
12743.0,133,2,546.43,2,2,2,222,Kayip M.
12744.0,51,7,21279.29,2,4,4,244,Riskli M.
12747.0,1,11,4196.01,4,4,4,444,Daimi M.
12748.0,0,209,33719.73,4,4,4,444,Daimi M.
12749.0,3,5,4090.88,4,3,4,434,Sadik M.
12750.0,128,1,275.88,2,1,1,211,Kayip M.
12752.0,80,1,4366.78,2,1,4,214,Kayip M.
12753.0,22,6,21429.39,3,4,4,344,Sadik M.
12754.0,235,3,3010.74,1,3,4,134,Riskli M.
12755.0,280,2,3811.95,1,2,4,124,Kayip M.
12756.0,86,1,112.07999999999998,2,1,1,211,Kayip M.
12757.0,15,13,7857.1,4,4,4,444,Daimi M.
12758.0,116,2,2791.59,2,2,4,224,Kayip M.
12759.0,51,3,1531.44,2,3,3,233,Riskli M.
12762.0,7,2,1898.52,4,2,4,424,Yeni M.
12763.0,137,2,494.08,2,2,2,222,Kayip M.
12764.0,316,1,1693.88,1,1,4,114,Kayip M.
12766.0,3,7,6989.63,4,4,4,444,Daimi M.
12769.0,238,1,1143.6,1,1,3,113,Kayip M.
12770.0,210,1,1351.45,1,1,3,113,Kayip M.
12772.0,59,1,892.47,2,1,3,213,Kayip M.
12775.0,16,5,1386.04,4,3,3,433,Sadik M.
12778.0,19,6,822.23,3,4,3,343,Sadik M.
12779.0,37,8,3981.36,3,4,4,344,Sadik M.
12781.0,63,2,826.74,2,2,3,223,Kayip M.
12782.0,4,5,2330.92,4,3,4,434,Sadik M.
12783.0,1,6,2225.91,4,4,4,444,Daimi M.
12784.0,8,2,574.42,4,2,2,422,Yeni M.
12785.0,363,1,311.95,1,1,2,112,Kayip M.
12787.0,9,3,463.66,4,3,2,432,Sadik M.
12789.0,64,1,91.85,2,1,1,211,Kayip M.
12790.0,191,1,324.92,1,1,2,112,Kayip M.
12791.0,373,1,192.60000000000002,1,1,1,111,Kayip M.
12792.0,256,1,400.53999999999996,1,1,2,112,Kayip M.
12793.0,334,2,545.48,1,2,2,122,Kayip M.
12794.0,52,2,860.41,2,2,3,223,Kayip M.
12795.0,18,1,430.48,3,1,2,312,Yeni M.
12797.0,365,1,254.03,1,1,1,111,Kayip M.
12798.0,9,3,6977.04,4,3,4,434,Sadik M.
12802.0,186,1,427.58,1,1,2,112,Kayip M.
12808.0,36,3,483.65000000000003,3,3,2,332,Sadik M.
12809.0,177,1,489.31,1,1,2,112,Kayip M.
12811.0,260,3,514.85,1,3,2,132,Riskli M.
12812.0,44,1,229.64000000000001,3,1,1,311,Yeni M.
12814.0,101,1,125.92,2,1,1,211,Kayip M.
12815.0,147,2,1063.46,1,2,3,123,Kayip M.
12816.0,95,2,572.2,2,2,2,222,Kayip M.
12817.0,280,1,166.04,1,1,1,111,Kayip M.
12818.0,261,1,1542.08,1,1,3,113,Kayip M.
12820.0,2,4,942.34,4,3,3,433,Sadik M.
12821.0,213,1,92.72,1,1,1,111,Kayip M.
12822.0,70,2,948.88,2,2,3,223,Kayip M.
12823.0,74,5,1759.5,2,3,4,234,Riskli M.
12824.0,59,1,397.12,2,1,2,212,Kayip M.
12826.0,2,7,1474.72,4,4,3,443,Daimi M.
12827.0,5,3,430.15000000000003,4,3,2,432,Sadik M.
12828.0,2,6,1018.71,4,4,3,443,Daimi M.
12829.0,336,2,293.0,1,2,1,121,Kayip M.
12830.0,37,6,6814.64,3,4,4,344,Sadik M.
12831.0,261,1,215.05,1,1,1,111,Kayip M.
12832.0,31,2,383.03,3,2,2,322,Yeni M.
12833.0,144,1,417.38,1,1,2,112,Kayip M.
12834.0,282,1,312.38,1,1,2,112,Kayip M.
12836.0,58,4,2612.86,2,3,4,234,Riskli M.
12837.0,172,1,134.1,1,1,1,111,Kayip M.
12838.0,33,2,683.13,3,2,3,323,Yeni M.
12839.0,2,14,5591.42,4,4,4,444,Daimi M.
12840.0,143,4,2726.77,1,3,4,134,Riskli M.
12841.0,4,25,4022.35,4,4,4,444,Daimi M.
12842.0,69,2,1118.99,2,2,3,223,Kayip M.
12843.0,65,8,1702.26,2,4,4,244,Riskli M.
12844.0,28,2,325.96000000000004,3,2,2,322,Yeni M.
12845.0,266,4,354.09,1,3,2,132,Riskli M.
12847.0,21,1,871.54,3,1,3,313,Yeni M.
12849.0,30,2,1050.8899999999999,3,2,3,323,Yeni M.
12851.0,96,1,135.18,2,1,1,211,Kayip M.
12852.0,294,1,311.55,1,1,2,112,Kayip M.
12853.0,134,6,1957.1000000000001,2,4,4,244,Riskli M.
12854.0,78,3,1324.5,2,3,3,233,Riskli M.
12855.0,372,1,38.1,1,1,1,111,Kayip M.
12856.0,7,6,2179.93,4,4,4,444,Daimi M.
12857.0,210,2,1106.4,1,2,3,123,Kayip M.
12863.0,51,1,521.2,2,1,2,212,Kayip M.
12864.0,137,1,147.12,2,1,1,211,Kayip M.
12865.0,25,2,1568.23,3,2,3,323,Yeni M.
12866.0,282,1,559.12,1,1,2,112,Kayip M.
12867.0,25,7,4036.82,3,4,4,344,Sadik M.
12868.0,185,6,1607.0600000000002,1,4,3,143,Riskli M.
12871.0,83,2,380.64,2,2,2,222,Kayip M.
12872.0,326,2,599.97,1,2,2,122,Kayip M.
12873.0,281,1,374.0,1,1,2,112,Kayip M.
12875.0,142,2,343.2300000000001,1,2,2,122,Kayip M.
12876.0,57,2,2218.02,2,2,4,224,Kayip M.
12877.0,3,12,1535.77,4,4,3,443,Daimi M.
12878.0,235,2,854.99,1,2,3,123,Kayip M.
12879.0,44,3,573.22,3,3,2,332,Sadik M.
12881.0,275,1,298.0,1,1,1,111,Kayip M.
12882.0,8,2,1463.04,4,2,3,423,Yeni M.
12883.0,24,4,703.47,3,3,3,333,Sadik M.
12884.0,87,1,309.05,2,1,2,212,Kayip M.
12885.0,62,3,1175.22,2,3,3,233,Riskli M.
12886.0,67,2,1378.4,2,2,3,223,Kayip M.
12888.0,213,2,354.12,1,2,2,122,Kayip M.
12890.0,23,1,380.46999999999997,3,1,2,312,Yeni M.
12891.0,185,3,331.0,1,3,2,132,Riskli M.
12893.0,30,1,188.14,3,1,1,311,Yeni M.
12895.0,41,2,372.8,3,2,2,322,Yeni M.
12897.0,204,2,216.5,1,2,1,121,Kayip M.
12901.0,8,28,17654.54,4,4,4,444,Daimi M.
12902.0,264,1,138.68,1,1,1,111,Kayip M.
12904.0,17,2,509.58,4,2,2,422,Yeni M.
12906.0,11,5,2919.81,4,3,4,434,Sadik M.
12908.0,175,2,750.0,1,2,3,123,Kayip M.
12909.0,39,5,2178.67,3,3,4,334,Sadik M.
12910.0,22,8,3075.04,3,4,4,344,Sadik M.
12912.0,2,5,1662.3,4,3,4,434,Sadik M.
12913.0,4,5,2483.63,4,4,4,444,Daimi M.
12915.0,148,2,363.65,1,2,2,122,Kayip M.
12916.0,138,4,3006.15,2,3,4,234,Riskli M.
12917.0,127,1,594.0,2,1,2,212,Kayip M.
12919.0,7,6,1335.19,4,4,3,443,Daimi M.
12920.0,16,1,164.23,4,1,1,411,Yeni M.
12921.0,8,37,16587.09,4,4,4,444,Daimi M.
12922.0,160,1,405.38,1,1,2,112,Kayip M.
12923.0,63,1,176.97,2,1,1,211,Kayip M.
12924.0,87,4,933.7,2,3,3,233,Riskli M.
12925.0,4,2,694.05,4,2,3,423,Yeni M.
12928.0,34,5,2062.7000000000003,3,4,4,344,Sadik M.
12929.0,311,1,117.85,1,1,1,111,Kayip M.
12930.0,77,2,415.8,2,2,2,222,Kayip M.
12931.0,21,15,42055.96,3,4,4,344,Sadik M.
12933.0,23,3,607.53,3,3,2,332,Sadik M.
12935.0,1,7,2160.7,4,4,4,444,Daimi M.
12936.0,16,4,1063.9,4,3,3,433,Sadik M.
12937.0,14,4,1504.27,4,3,3,433,Sadik M.
12938.0,25,1,114.14,3,1,1,311,Yeni M.
12939.0,63,8,11581.8,2,4,4,244,Riskli M.
12940.0,54,2,913.54,2,2,3,223,Kayip M.
12942.0,130,3,683.9,2,3,3,233,Riskli M.
12944.0,35,2,604.51,3,2,2,322,Yeni M.
12945.0,287,1,462.95,1,1,2,112,Kayip M.
12947.0,143,6,1603.99,1,4,3,143,Riskli M.
12948.0,15,7,2064.95,4,4,4,444,Daimi M.
12949.0,30,8,4167.22,3,4,4,344,Sadik M.
12950.0,1,3,1843.0,4,3,4,434,Sadik M.
12951.0,8,6,1064.07,4,4,3,443,Daimi M.
12952.0,5,4,1387.79,4,3,3,433,Sadik M.
12953.0,9,1,329.85,4,1,2,412,Yeni M.
12955.0,0,11,4757.16,4,4,4,444,Daimi M.
12956.0,305,1,108.07,1,1,1,111,Kayip M.
12957.0,9,8,4017.54,4,4,4,444,Daimi M.
12962.0,6,2,266.39,4,2,1,421,Yeni M.
12963.0,7,8,1856.63,4,4,4,444,Daimi M.
12965.0,88,1,771.91,2,1,3,213,Kayip M.
12966.0,9,1,160.18,4,1,1,411,Yeni M.
12967.0,357,2,1660.9,1,2,3,123,Kayip M.
12968.0,111,1,135.95,2,1,1,211,Kayip M.
